lon,lat,year,cpue
164,37,1998,94
163,34,1998,282
168,26,1998,76
162,39,1998,146
169,33,1998,135
165,42,1998,60
157,34,1998,155
164,33,1998,70
164,31,1998,124
161,31,1998,82
157,37,1998,108
174,40,1998,135
162,35,1998,290
167,31,1998,209
167,30,1998,130
167,34,1998,259
164,43,1998,192
163,36,1998,115
169,35,1998,134
166,36,1998,139
164,31,1998,96
164,32,1998,213
165,34,1998,164
167,26,1998,5
159,37,1998,115
158,36,1998,208
164,29,1998,135
161,33,1998,140
160,36,1998,210
168,40,1998,115
167,37,1998,82
164,28,1998,121
165,34,1998,203
166,36,1998,199
158,29,1998,217
163,39,1998,63
164,35,1998,196
168,47,1998,0
160,38,1998,88
158,34,1998,167
160,38,1998,68
164,32,1998,139
167,43,1998,61
164,29,1998,131
162,40,1998,149
165,34,1998,183
161,33,1998,295
164,31,1998,186
163,30,1998,65
163,30,1998,92
161,34,1998,89
168,34,1998,228
164,42,1998,21
166,48,1998,23
161,34,1998,223
158,33,1998,296
166,34,1998,236
162,30,1998,408
163,36,1998,150
170,30,1998,82
162,28,1998,76
163,38,1998,146
170,32,1998,102
163,32,1998,132
167,35,1998,213
163,41,1998,89
159,38,1998,69
162,38,1998,191
157,41,1998,18
164,43,1998,34
163,30,1998,227
163,34,1998,187
159,35,1998,98
166,31,1998,204
170,31,1998,152
160,33,1998,150
166,35,1998,118
169,34,1998,93
160,32,1998,325
163,36,1998,336
162,32,1998,281
161,33,1998,207
165,36,1998,116
152,30,1998,144
159,27,1998,190
163,22,1998,93
165,44,1998,18
165,36,1998,114
167,39,1998,195
154,31,1998,379
156,34,1998,235
171,40,1998,86
158,31,1998,173
164,40,1998,91
159,36,1998,206
160,31,1998,104
163,36,1998,170
164,25,1998,71
163,38,1998,108
162,30,1998,89
159,37,1998,165
163,42,1998,15
166,34,1998,168
161,39,1998,55
162,31,1998,141
167,30,1998,152
160,40,1998,55
157,36,1998,200
165,35,1998,123
158,36,1998,96
168,36,1998,131
156,37,1998,165
164,37,1998,184
159,31,1998,256
151,36,1998,51
161,37,1998,179
158,31,1998,320
166,36,1998,147
163,33,1998,268
163,37,1998,148
163,41,1998,47
154,37,1998,30
168,36,1998,167
158,28,1998,144
161,32,1998,208
172,34,1998,166
159,35,1998,105
157,31,1998,173
167,35,1998,199
159,38,1998,45
162,35,1998,161
162,34,1998,173
156,40,1998,3
170,34,1998,73
165,31,1998,159
164,36,1998,160
162,41,1998,121
166,33,1998,138
164,33,1998,102
157,37,1998,264
153,39,1998,37
169,32,1998,137
166,36,1998,324
163,33,1998,130
168,37,1998,135
167,31,1998,268
164,40,1998,54
165,31,1998,185
162,36,1998,191
167,34,1998,169
167,34,1998,215
162,46,1998,0
160,35,1998,197
164,34,1998,178
166,31,1998,183
164,37,1998,88
164,30,1998,270
158,37,1998,72
165,38,1998,51
160,37,1998,70
164,36,1998,114
171,35,1998,299
161,28,1998,59
163,36,1998,178
165,45,1998,0
165,36,1998,91
163,30,1998,146
168,32,1998,183
158,32,1998,198
157,38,1998,51
161,43,1998,24
158,34,1998,174
158,27,1998,216
169,42,1998,168
163,32,1998,269
164,32,1998,156
162,35,1998,150
165,37,1998,188
161,39,1998,104
160,33,1998,119
162,40,1998,41
156,31,1998,278
162,28,1998,110
160,35,1998,189
162,35,1998,154
167,32,1998,135
161,31,1998,79
155,34,1998,278
164,36,1998,117
160,35,1998,228
163,35,1998,173
155,35,1998,137
163,30,1998,106
162,34,1998,164
164,35,1998,70
163,37,1998,171
153,30,1998,151
165,36,1998,239
162,37,1998,190
164,35,1998,150
168,36,1998,176
158,39,1998,34
165,33,1998,145
158,38,1998,76
169,39,1998,60
167,39,1998,64
163,35,1998,188
167,34,1998,193
167,32,1998,139
163,39,1998,33
164,32,1998,161
168,33,1998,243
167,27,1998,92
165,31,1998,208
163,38,1998,177
160,31,1998,131
164,35,1998,88
164,33,1998,131
157,36,1998,283
161,30,1998,171
161,32,1998,311
164,36,1998,101
162,34,1998,129
167,35,1998,184
164,31,1998,178
165,35,1998,195
157,34,1998,131
171,37,1998,22
165,39,1998,45
160,29,1998,232
168,33,1998,222
159,43,1998,7
160,31,1998,180
162,36,1998,173
161,33,1998,182
162,39,1998,297
162,44,1998,2
159,36,1998,133
165,34,1998,140
163,36,1998,184
158,34,1998,274
159,35,1998,143
165,38,1998,196
166,35,1998,159
170,37,1998,99
168,41,1998,237
166,30,1998,170
158,34,1998,257
168,25,1998,41
162,39,1998,77
166,34,1998,267
153,39,1998,54
168,33,1998,152
164,32,1998,137
160,32,1998,208
166,35,1998,105
156,31,1998,81
166,29,1998,150
161,30,1998,347
159,42,1998,26
163,35,1998,159
166,37,1998,260
163,38,1998,104
155,41,1998,70
173,34,1998,115
156,35,1998,144
160,30,1998,206
158,38,1998,96
162,27,1998,65
164,38,1998,150
158,37,1998,101
164,39,1998,135
166,31,1998,44
158,28,1998,152
162,31,1998,163
165,37,1998,155
160,39,1998,125
163,36,1998,159
159,32,1998,262
160,33,1998,437
161,38,1998,93
158,34,1998,196
158,31,1998,150
161,35,1998,294
161,38,1998,228
160,31,1998,172
167,30,1998,235
160,31,1998,250
160,38,1998,37
158,32,1998,336
168,38,1998,126
160,30,1998,253
157,31,1998,254
161,43,1998,3
169,36,1998,70
164,25,1998,40
164,35,1998,292
167,33,1998,110
163,30,1998,172
160,33,1998,249
159,36,1998,192
164,36,1998,130
159,32,1998,157
163,34,1998,232
158,35,1998,79
162,28,1998,81
164,38,1998,135
169,36,1998,87
163,36,1998,230
161,36,1998,204
169,35,1998,267
161,40,1998,49
158,39,1998,97
169,38,1998,45
165,34,1998,245
168,34,1998,99
168,29,1998,98
158,37,1998,84
162,37,1998,92
162,31,1998,196
162,35,1998,265
164,33,1998,108
157,37,1998,157
164,37,1998,228
163,36,1998,347
167,33,1998,201
165,30,1998,148
163,31,1998,185
158,38,1998,57
157,34,1998,269
160,29,1998,129
162,37,1998,76
164,37,1998,95
158,35,1998,231
161,37,1998,252
160,38,1998,41
169,38,1998,35
166,37,1998,253
158,31,1998,263
165,27,1998,62
155,33,1998,242
164,34,1998,145
162,36,1998,182
176,38,1998,47
164,32,1998,248
170,30,1998,107
166,30,1998,98
167,29,1998,53
166,46,1998,0
164,29,1998,240
166,35,1998,228
165,34,1998,95
165,27,1998,76
159,37,1998,193
166,27,1998,98
162,36,1998,277
168,29,1998,129
161,36,1998,132
167,30,1998,105
162,34,1998,302
172,33,1998,148
169,45,1998,4
160,35,1998,176
161,37,1998,109
165,32,1998,211
159,34,1998,171
166,36,1998,319
162,36,1998,188
166,35,1998,172
173,29,1998,29
158,33,1998,200
162,32,1998,83
154,43,1998,12
162,29,1998,171
159,34,1998,150
169,34,1998,55
165,31,1998,162
166,34,1998,90
159,33,1998,243
159,40,1998,77
169,42,1998,67
163,33,1998,175
157,30,1998,165
155,38,1998,157
164,35,1998,69
165,30,1998,224
163,34,1998,211
172,37,1998,132
168,41,1998,131
162,35,1998,238
162,33,1998,225
164,32,1998,168
155,32,1998,201
163,32,1998,259
162,36,1998,296
166,35,1998,95
159,27,1998,94
171,38,1998,40
159,42,1998,31
158,37,1998,110
159,26,1998,141
161,29,1998,195
164,35,1998,111
162,40,1998,94
164,35,1998,205
162,29,1998,85
153,33,1998,187
155,30,1998,270
166,37,1998,197
171,28,1998,20
162,34,1998,131
167,41,1998,39
164,35,1998,83
164,35,1998,79
173,36,1998,162
168,36,1998,224
162,42,1998,69
167,41,1998,79
160,32,1998,88
156,38,1998,113
167,33,1998,132
158,32,1998,118
159,28,1998,180
165,32,1998,240
162,31,1998,120
168,39,1998,110
157,35,1998,272
163,38,1998,155
166,37,1998,208
165,36,1998,159
165,32,1998,289
163,32,1998,258
154,34,1998,200
160,25,1998,97
165,29,1998,222
167,30,1998,164
160,37,1998,216
161,36,1998,111
163,31,1998,184
161,34,1998,92
163,34,1998,355
164,35,1998,65
161,36,1998,160
158,32,1998,197
167,33,1998,278
161,38,1998,287
164,35,1998,78
161,42,1998,31
166,37,1998,228
163,34,1998,182
160,37,1998,111
164,36,1998,169
161,34,1998,160
165,31,1998,140
157,30,1998,208
165,36,1998,132
172,37,1998,80
163,33,1998,105
158,36,1998,161
160,39,1998,73
160,38,1998,132
165,40,1998,133
172,41,1998,11
166,37,1998,259
159,35,1998,170
158,30,1998,198
165,26,1998,140
161,38,1998,163
166,32,1998,137
171,42,1998,23
163,38,1998,150
163,37,1998,275
168,36,1998,51
158,32,1998,123
160,39,1998,72
164,32,1998,278
157,41,1998,20
158,30,1998,205
165,39,1998,162
165,32,1998,263
164,36,1998,103
165,37,1998,75
156,26,1998,155
162,40,1998,122
167,39,1998,67
164,32,1998,167
163,39,1998,48
156,30,1998,228
152,31,1998,99
161,40,1998,40
166,35,1998,116
165,44,1998,38
164,39,1998,43
164,37,1998,210
163,33,1998,128
162,30,1998,154
171,36,1998,142
165,41,1998,129
161,30,1998,228
163,36,1998,239
164,40,1998,48
168,34,1998,205
170,32,1998,142
168,38,1998,43
156,35,1998,213
162,39,1998,175
157,35,1998,124
163,30,1998,134
166,36,1998,202
166,37,1998,267
161,25,1998,52
168,38,1998,164
163,35,1998,183
162,33,1998,226
165,36,1998,135
158,35,1998,167
164,33,1998,199
161,30,1998,338
162,34,1998,160
164,32,1998,191
169,39,1998,161
164,38,1998,65
171,32,1998,175
164,33,1998,136
168,38,1998,87
164,31,1998,84
165,41,1998,64
164,36,1998,73
166,41,1998,166
157,35,1998,175
169,32,1998,150
165,37,1998,154
158,42,1998,17
169,35,1998,171
162,40,1998,137
166,29,1998,120
161,40,1998,72
163,38,1998,175
165,36,1998,144
165,37,1998,124
161,37,1998,144
167,41,1998,45
169,30,1998,259
163,33,1998,232
160,36,1998,255
154,26,1998,201
162,27,1998,54
161,33,1998,227
162,34,1998,162
166,30,1998,106
167,34,1998,176
160,36,1998,248
158,31,1998,158
161,35,1998,179
162,35,1998,152
166,31,1998,126
160,28,1998,185
170,38,1998,189
158,37,1998,87
160,36,1998,149
168,36,1998,121
152,33,1998,74
157,33,1998,266
161,30,1998,108
169,35,1998,181
167,39,1998,198
162,40,1998,87
159,34,1998,296
165,41,1998,111
166,34,1998,150
158,39,1998,39
167,37,1998,214
168,28,1998,55
164,34,1998,222
168,35,1998,145
164,44,1998,25
161,32,1998,334
168,31,1998,179
166,34,1998,266
157,41,1998,33
165,38,1998,172
164,30,1998,122
161,30,1998,192
164,37,1998,128
162,38,1998,350
164,35,1998,189
159,38,1998,153
167,32,1998,216
169,32,1998,162
153,32,1998,360
163,35,1998,248
167,30,1998,376
160,33,1998,137
165,35,1998,140
155,34,1998,160
171,30,1998,99
156,34,1998,149
155,35,1998,284
161,31,1998,84
165,37,1998,136
160,37,1998,218
167,28,1998,102
164,32,1998,196
161,29,1998,209
164,35,1998,147
156,37,1998,57
167,36,1998,126
162,35,1998,204
168,33,1998,267
168,32,1998,262
160,39,1998,78
169,34,1998,102
165,31,1998,152
161,36,1998,186
161,40,1998,39
158,33,1998,187
167,27,1998,18
159,34,1999,138
167,37,1999,186
165,29,1999,101
168,33,1999,156
166,38,1999,128
170,32,1999,140
167,31,1999,82
167,29,1999,42
165,35,1999,84
169,29,1999,33
164,28,1999,95
158,32,1999,291
169,35,1999,115
167,31,1999,206
156,30,1999,288
172,37,1999,230
169,38,1999,99
157,36,1999,59
169,42,1999,20
165,36,1999,204
173,34,1999,104
167,34,1999,152
174,39,1999,155
168,32,1999,215
172,36,1999,39
168,38,1999,141
164,37,1999,122
164,28,1999,67
162,31,1999,294
168,33,1999,225
160,34,1999,387
168,35,1999,246
166,31,1999,30
165,33,1999,549
172,36,1999,134
166,35,1999,150
172,34,1999,142
166,40,1999,94
167,40,1999,23
174,43,1999,12
161,23,1999,112
165,39,1999,87
159,32,1999,406
162,38,1999,147
162,40,1999,59
173,40,1999,56
164,33,1999,167
161,35,1999,140
170,35,1999,112
170,34,1999,306
169,31,1999,92
166,41,1999,93
164,34,1999,169
167,34,1999,421
167,34,1999,297
166,31,1999,89
167,34,1999,503
162,27,1999,162
166,36,1999,176
155,37,1999,46
163,35,1999,178
164,39,1999,83
165,32,1999,192
165,35,1999,154
167,33,1999,76
164,32,1999,268
158,34,1999,133
168,36,1999,269
167,36,1999,170
165,38,1999,56
162,33,1999,381
162,40,1999,50
164,31,1999,237
162,37,1999,50
167,42,1999,11
166,32,1999,198
164,40,1999,23
159,31,1999,353
164,35,1999,134
166,38,1999,136
167,37,1999,175
159,39,1999,101
166,33,1999,209
168,36,1999,97
167,37,1999,214
166,34,1999,180
166,38,1999,203
169,33,1999,105
163,31,1999,186
170,33,1999,70
168,38,1999,165
165,37,1999,33
159,38,1999,55
167,39,1999,140
165,34,1999,223
166,38,1999,468
166,38,1999,63
169,36,1999,129
163,33,1999,207
161,35,1999,133
164,45,1999,17
165,25,1999,62
164,31,1999,169
166,41,1999,37
166,30,1999,195
168,32,1999,121
162,33,1999,257
165,39,1999,133
168,25,1999,95
160,37,1999,86
174,34,1999,118
156,39,1999,75
164,28,1999,158
169,32,1999,105
164,38,1999,198
169,44,1999,0
161,46,1999,11
164,38,1999,126
170,31,1999,126
167,38,1999,83
174,39,1999,139
164,33,1999,348
163,35,1999,261
162,36,1999,144
165,31,1999,186
175,37,1999,109
165,37,1999,132
171,35,1999,200
172,40,1999,121
169,38,1999,74
165,39,1999,124
169,30,1999,157
162,35,1999,201
163,36,1999,120
166,38,1999,127
168,33,1999,157
167,29,1999,133
167,36,1999,281
172,38,1999,36
163,33,1999,268
160,30,1999,297
168,43,1999,51
171,29,1999,60
169,37,1999,103
169,34,1999,34
162,35,1999,243
160,36,1999,132
163,35,1999,220
172,29,1999,68
167,41,1999,19
166,37,1999,74
162,31,1999,176
167,34,1999,233
168,36,1999,139
164,31,1999,121
167,38,1999,71
168,34,1999,212
166,29,1999,55
167,44,1999,50
166,33,1999,177
165,32,1999,188
166,32,1999,65
168,33,1999,69
168,29,1999,82
168,38,1999,74
165,39,1999,94
161,27,1999,112
171,30,1999,124
160,38,1999,98
160,31,1999,250
167,31,1999,72
164,33,1999,157
165,26,1999,55
164,41,1999,24
172,32,1999,193
160,43,1999,56
166,38,1999,120
173,31,1999,121
167,36,1999,212
168,29,1999,66
165,33,1999,172
169,37,1999,190
162,32,1999,281
172,33,1999,216
177,29,1999,58
169,31,1999,164
176,38,1999,50
166,31,1999,101
160,32,1999,186
164,32,1999,310
167,39,1999,160
173,32,1999,121
163,33,1999,231
167,36,1999,232
159,29,1999,150
169,34,1999,88
166,31,1999,90
174,34,1999,154
167,38,1999,249
167,31,1999,154
171,34,1999,110
167,29,1999,124
160,35,1999,277
163,34,1999,170
164,41,1999,23
165,35,1999,126
160,32,1999,172
161,37,1999,74
164,35,1999,104
167,39,1999,146
166,36,1999,169
154,40,1999,35
165,33,1999,126
167,38,1999,153
167,36,1999,379
164,34,1999,100
169,33,1999,84
171,28,1999,81
159,34,1999,117
166,34,1999,298
165,37,1999,114
170,35,1999,155
159,40,1999,73
163,35,1999,100
159,39,1999,123
164,30,1999,143
167,34,1999,227
160,30,1999,273
167,35,1999,185
162,28,1999,66
166,38,1999,91
162,34,1999,121
164,30,1999,125
169,40,1999,71
170,36,1999,67
165,28,1999,48
169,33,1999,183
168,35,1999,131
166,37,1999,152
167,38,1999,153
166,38,1999,131
167,30,1999,196
167,29,1999,80
157,32,1999,260
165,39,1999,23
164,28,1999,138
165,37,1999,93
168,37,1999,168
163,32,1999,83
160,40,1999,149
164,31,1999,185
164,33,1999,206
163,27,1999,96
158,38,1999,83
164,33,1999,273
156,33,1999,237
174,28,1999,143
164,34,1999,219
164,34,1999,221
165,35,1999,108
156,37,1999,154
167,33,1999,129
163,34,1999,102
162,40,1999,47
164,36,1999,186
168,31,1999,83
173,30,1999,55
166,31,1999,231
170,40,1999,88
161,35,1999,259
156,34,1999,208
170,37,1999,85
169,35,1999,67
161,36,1999,186
173,31,1999,129
165,29,1999,44
163,29,1999,345
165,35,1999,127
165,39,1999,124
162,34,1999,99
175,36,1999,55
164,36,1999,63
164,35,1999,162
166,31,1999,80
165,35,1999,114
166,31,1999,72
165,33,1999,355
170,26,1999,41
168,36,1999,334
174,30,1999,43
165,31,1999,179
171,40,1999,43
162,37,1999,115
166,30,1999,159
166,34,1999,210
167,34,1999,315
159,35,1999,272
166,35,1999,129
168,36,1999,269
163,39,1999,158
165,33,1999,185
171,28,1999,194
168,29,1999,231
162,28,1999,126
164,37,1999,119
163,31,1999,155
164,44,1999,78
168,34,1999,109
167,27,1999,126
166,30,1999,185
166,38,1999,90
166,33,1999,181
165,41,1999,37
159,35,1999,137
158,41,1999,66
166,41,1999,42
159,33,1999,269
165,40,1999,23
160,32,1999,178
167,31,1999,198
165,33,1999,218
170,36,1999,151
166,33,1999,114
164,38,1999,120
163,36,1999,116
169,30,1999,178
161,42,1999,25
166,32,1999,86
167,37,1999,159
158,33,1999,135
169,32,1999,229
164,38,1999,111
160,33,1999,138
166,40,1999,18
165,37,1999,70
174,37,1999,76
172,35,1999,145
170,36,1999,142
170,35,1999,122
164,33,1999,210
163,37,1999,90
151,29,1999,160
162,28,1999,57
166,36,1999,236
163,44,1999,22
172,39,1999,141
166,33,1999,73
165,41,1999,30
163,36,1999,169
166,23,1999,0
165,32,1999,41
176,38,1999,88
174,41,1999,38
168,39,1999,63
167,36,1999,126
166,32,1999,127
167,36,1999,322
162,35,1999,161
171,35,1999,141
169,32,1999,197
159,34,1999,73
170,35,1999,128
170,37,1999,34
166,27,1999,90
168,29,1999,62
173,39,1999,139
168,29,1999,128
169,33,1999,85
169,41,1999,143
169,31,1999,90
167,30,1999,240
162,36,1999,309
167,35,1999,193
171,32,1999,297
161,41,1999,43
170,34,1999,94
166,34,1999,105
159,39,1999,103
170,42,1999,31
162,32,1999,293
164,43,1999,9
164,29,1999,170
162,30,1999,286
171,36,1999,129
164,35,1999,179
171,36,1999,167
166,34,1999,209
169,37,1999,233
168,33,1999,137
174,37,1999,151
173,35,1999,110
165,42,1999,79
167,44,1999,0
167,40,1999,87
169,33,1999,100
170,33,1999,69
166,34,1999,191
165,40,1999,47
159,35,1999,233
169,33,1999,72
162,35,1999,219
157,42,1999,27
170,35,1999,91
172,35,1999,205
167,40,1999,13
165,33,1999,183
163,39,1999,95
164,33,1999,215
166,39,1999,216
169,37,1999,147
168,39,1999,39
160,34,1999,118
169,42,1999,45
168,35,1999,114
167,41,1999,19
166,34,1999,111
162,31,1999,301
162,36,1999,192
164,38,1999,157
161,37,1999,120
168,32,1999,248
167,36,1999,289
165,29,1999,453
169,32,1999,114
166,33,1999,180
168,44,1999,22
161,33,1999,231
166,34,1999,107
171,33,1999,272
166,36,1999,122
166,33,1999,267
163,33,1999,297
166,37,1999,187
169,34,1999,94
165,40,1999,39
167,32,1999,171
169,29,1999,96
165,30,1999,96
161,32,1999,185
162,34,1999,282
159,35,1999,155
163,31,1999,145
159,33,1999,262
164,33,1999,204
165,38,1999,143
172,44,1999,14
161,37,1999,108
165,33,1999,160
166,38,1999,456
160,38,1999,86
172,34,1999,230
164,36,1999,123
167,38,1999,84
165,43,1999,6
160,33,1999,360
161,36,1999,242
168,39,1999,230
171,46,1999,39
167,34,1999,249
172,33,1999,88
163,34,1999,125
165,36,1999,143
168,32,1999,183
164,32,1999,285
165,40,1999,105
165,37,1999,80
172,29,1999,462
158,32,1999,330
171,33,1999,151
163,30,1999,149
169,40,1999,66
173,30,1999,13
163,42,1999,34
167,34,1999,238
159,30,1999,212
161,36,1999,220
169,36,1999,156
168,34,1999,94
166,32,1999,93
165,35,1999,72
165,40,1999,77
163,34,1999,87
169,38,1999,113
163,38,1999,47
164,31,1999,225
174,31,1999,145
166,36,1999,130
170,37,1999,137
163,34,1999,154
166,36,1999,306
170,38,1999,78
165,30,1999,194
159,37,1999,143
171,35,1999,141
163,31,1999,124
165,29,1999,238
168,33,1999,172
163,32,1999,89
167,40,1999,31
167,35,1999,220
166,41,1999,14
167,37,1999,227
165,35,1999,103
170,31,1999,163
167,34,1999,177
168,36,1999,168
163,34,1999,90
162,33,1999,122
159,33,1999,119
171,39,1999,82
165,42,1999,15
169,38,1999,51
163,38,1999,104
166,39,1999,96
172,37,1999,207
163,31,1999,186
159,31,1999,285
163,27,1999,106
161,29,1999,79
165,40,1999,34
167,35,1999,346
167,35,1999,233
169,40,1999,74
169,34,1999,74
159,37,1999,91
164,33,1999,291
168,32,1999,153
157,36,1999,95
154,39,1999,98
165,35,1999,196
166,37,1999,133
169,33,1999,102
159,39,1999,87
169,34,1999,100
160,32,1999,164
169,38,1999,35
160,37,1999,51
165,27,1999,56
167,34,1999,409
168,32,1999,310
165,33,1999,461
167,32,1999,37
166,33,1999,153
165,32,1999,229
163,32,1999,301
166,34,1999,186
164,34,1999,207
165,41,1999,75
161,31,1999,419
165,35,1999,91
164,40,1999,55
171,35,1999,147
159,36,1999,121
167,37,1999,144
163,33,1999,183
159,41,1999,9
172,35,1999,71
156,34,1999,153
173,33,1999,189
171,34,1999,193
166,33,1999,207
163,40,1999,63
166,34,1999,160
168,33,1999,211
165,31,1999,37
162,31,1999,265
165,36,1999,192
165,33,1999,377
166,36,1999,174
172,38,1999,81
168,32,1999,199
165,41,1999,40
167,40,1999,8
159,31,1999,183
160,37,1999,36
170,33,1999,255
170,42,1999,4
163,30,1999,256
168,30,1999,106
167,31,1999,447
166,33,1999,148
164,38,1999,101
164,35,1999,162
161,32,1999,480
163,34,1999,106
169,30,1999,107
171,46,1999,7
173,34,1999,159
165,33,1999,281
172,41,1999,27
163,41,1999,18
166,33,1999,155
163,30,1999,165
171,30,1999,47
168,32,1999,129
166,35,1999,125
172,36,1999,129
163,41,1999,34
172,41,1999,94
168,36,1999,214
160,37,1999,121
163,32,1999,211
168,40,1999,4
168,35,1999,79
163,36,1999,159
165,29,1999,58
170,33,1999,149
158,34,1999,189
168,34,1999,219
161,27,1999,224
168,33,1999,83
160,41,1999,49
169,32,1999,188
163,38,1999,172
165,30,1999,243
170,34,1999,130
161,32,1999,124
170,31,1999,117
159,44,1999,82
180,34,1999,61
162,33,1999,298
165,26,1999,27
168,37,1999,289
169,30,1999,104
166,39,1999,43
159,38,1999,38
165,40,1999,12
170,39,1999,8
163,30,1999,166
165,33,1999,451
165,41,1999,14
165,29,1999,79
163,30,1999,360
166,30,1999,49
172,40,1999,94
163,39,1999,172
177,33,1999,60
169,34,1999,180
174,32,1999,243
170,36,1999,94
169,32,1999,99
161,32,1999,151
165,30,1999,104
157,42,1999,41
165,32,1999,315
167,35,1999,162
155,32,1999,70
168,42,1999,56
161,31,1999,264
170,32,1999,258
164,36,1999,203
169,29,1999,33
164,31,1999,230
158,35,1999,86
162,42,1999,28
169,31,1999,152
167,38,1999,159
168,37,1999,140
163,34,1999,131
165,33,1999,263
170,38,1999,95
172,32,1999,200
163,38,1999,111
162,31,1999,268
161,35,1999,95
162,31,1999,334
163,43,1999,3
162,39,1999,180
175,40,1999,13
163,34,1999,129
167,33,1999,137
166,36,1999,187
169,33,1999,239
167,30,1999,173
162,31,1999,266
163,35,1999,214
162,34,1999,101
156,32,1999,397
166,34,1999,165
161,35,1999,134
163,37,1999,100
164,39,1999,107
160,28,1999,223
163,28,1999,77
166,28,1999,85
165,36,1999,117
167,36,1999,176
165,39,1999,59
163,38,1999,143
168,36,1999,149
170,34,1999,117
162,31,1999,301
159,34,1999,146
168,29,1999,61
171,34,1999,286
166,36,1999,253
166,34,1999,63
168,38,1999,31
161,39,1999,124
169,36,1999,144
162,33,1999,239
166,35,1999,92
164,32,1999,212
165,37,1999,33
162,24,1999,25
167,41,1999,11
166,34,1999,177
167,29,1999,79
163,35,1999,140
171,42,1999,33
165,40,1999,16
163,27,1999,136
158,37,1999,56
162,34,1999,257
161,32,1999,189
162,36,1999,192
163,33,1999,143
164,39,1999,111
164,33,1999,210
165,32,1999,142
169,40,1999,63
172,34,1999,205
164,38,1999,60
175,31,1999,60
161,28,1999,84
168,39,1999,210
171,38,1999,64
169,28,1999,74
163,31,1999,98
163,38,1999,139
174,32,1999,141
164,36,1999,82
162,29,1999,241
160,34,1999,111
169,39,1999,20
168,29,1999,188
165,37,1999,247
161,34,1999,167
160,33,1999,266
160,30,1999,220
168,27,1999,64
174,38,1999,154
167,34,1999,307
166,33,1999,187
173,39,1999,93
163,41,1999,30
173,42,1999,20
172,29,1999,130
163,32,1999,78
166,33,1999,214
166,37,1999,147
160,36,1999,113
166,28,1999,149
160,35,1999,256
155,37,1999,86
174,41,1999,20
166,32,1999,82
164,34,1999,108
168,37,1999,137
165,35,1999,95
168,39,1999,182
172,35,1999,141
163,35,1999,245
163,36,1999,193
161,36,1999,119
157,33,1999,99
164,33,1999,271
162,38,1999,95
157,31,1999,155
166,23,1999,1
165,38,1999,80
165,38,1999,136
163,39,1999,148
166,36,1999,231
167,37,1999,196
166,34,1999,174
166,43,1999,25
168,36,1999,134
162,31,1999,230
163,36,1999,139
167,28,1999,71
167,33,1999,167
173,33,1999,153
162,37,1999,30
166,37,1999,168
166,36,1999,243
157,29,1999,250
169,35,1999,79
163,28,1999,36
163,33,1999,131
160,37,1999,166
165,38,1999,110
160,32,1999,126
165,38,1999,55
166,39,1999,324
170,38,1999,69
167,30,1999,270
167,31,1999,95
157,43,1999,0
156,39,1999,82
163,38,1999,139
170,34,1999,109
161,38,1999,178
168,34,1999,171
164,31,1999,242
170,33,1999,101
164,32,1999,231
167,36,1999,92
162,32,1999,293
167,29,1999,141
160,32,1999,297
161,31,1999,288
165,39,1999,164
160,33,1999,284
158,35,1999,105
164,35,1999,158
163,29,1999,201
170,34,1999,102
163,34,1999,158
163,34,1999,234
169,33,1999,74
166,29,1999,71
165,29,1999,120
165,28,1999,76
161,37,1999,77
169,36,1999,222
168,28,1999,83
159,29,1999,205
160,33,1999,555
167,35,1999,138
165,34,1999,211
173,37,1999,47
167,42,1999,54
165,31,1999,173
169,27,1999,36
165,43,1999,26
160,31,1999,242
168,37,1999,209
170,24,1999,16
166,32,1999,123
171,35,1999,239
166,38,1999,229
162,37,1999,140
170,39,1999,177
174,35,1999,28
168,33,1999,292
160,37,1999,69
171,36,1999,84
166,37,1999,143
162,34,1999,118
162,41,1999,25
165,38,1999,85
166,37,1999,246
168,31,1999,197
164,40,1999,6
158,37,1999,31
166,37,1999,83
168,33,1999,186
163,26,1999,93
168,33,1999,118
168,36,1999,231
172,36,1999,51
165,36,1999,109
167,33,1999,218
168,36,1999,193
164,37,1999,121
164,42,1999,77
165,33,1999,177
167,36,1999,193
162,26,1999,169
169,38,1999,245
168,32,1999,193
168,34,1999,119
166,37,1999,235
171,30,1999,92
164,34,1999,153
179,33,1999,104
168,30,1999,100
162,28,1999,210
172,25,1999,8
157,35,1999,113
160,34,1999,136
163,41,1999,44
163,34,1999,170
164,32,1999,256
168,35,1999,253
168,33,1999,138
165,37,1999,174
166,35,1999,167
162,33,1999,165
163,40,1999,35
167,32,1999,227
165,34,1999,98
164,32,1999,188
160,32,1999,195
166,36,1999,175
164,32,1999,273
169,33,1999,89
165,30,1999,273
167,36,1999,225
165,42,1999,58
159,43,1999,51
164,31,1999,257
171,33,1999,236
166,31,1999,107
160,28,1999,158
167,30,1999,278
158,40,1999,104
161,41,1999,53
164,32,1999,420
165,30,1999,167
166,38,1999,361
169,29,1999,61
164,41,1999,43
167,33,1999,254
159,36,1999,126
167,38,1999,253
175,32,1999,230
168,31,1999,18
164,24,1999,82
163,38,1999,137
170,41,1999,74
168,41,1999,122
166,30,1999,142
160,37,1999,66
174,39,1999,134
167,34,1999,433
165,27,1999,34
160,34,1999,313
172,40,1999,62
161,36,1999,123
158,29,1999,171
168,39,1999,93
165,36,1999,149
164,36,1999,237
165,37,1999,95
163,36,1999,89
